//X,Y,Z,R,G,B,object_tag,object_id,spot,Original cloud index
14,-16,0,245,121,0,25,0,0,0
14,-16,0,245,121,0,25,0,0,0
14,-16,0,245,121,0,25,0,0,0
14,-16,0,245,121,0,25,0,0,0
9,-18,0,245,121,0,25,0,0,0
9,-18,0,245,121,0,25,0,0,0
9,-18,0,245,121,0,25,0,0,0
9,-18,0,245,121,0,25,0,0,0
17,-15,0,245,121,0,25,0,0,0
17,-15,0,245,121,0,25,0,0,0
17,-15,0,245,121,0,25,0,0,0
17,-16,0,245,121,0,25,0,0,0
16,-16,0,245,121,0,25,0,0,0
16,-16,0,245,121,0,25,0,0,0
16,-16,0,245,121,0,25,0,0,0
16,-16,0,245,121,0,25,0,0,0
16,-16,0,245,121,0,25,0,0,0
16,-16,0,245,121,0,25,0,0,0
16,-16,0,245,121,0,25,0,0,0
16,-16,0,245,121,0,25,0,0,0
16,-16,0,245,121,0,25,0,0,0
15,-16,0,245,121,0,25,0,0,0
15,-16,0,245,121,0,25,0,0,0
15,-16,0,245,121,0,25,0,0,0
15,-16,0,245,121,0,25,0,0,0
15,-16,0,245,121,0,25,0,0,0
15,-16,0,245,121,0,25,0,0,0
15,-16,0,245,121,0,25,0,0,0
15,-16,0,245,121,0,25,0,0,0
15,-16,0,245,121,0,25,0,0,0
15,-16,0,245,121,0,25,0,0,0
15,-16,0,245,121,0,25,0,0,0
14,-16,0,245,121,0,25,0,0,0
14,-16,0,245,121,0,25,0,0,0
14,-16,0,245,121,0,25,0,0,0
14,-16,0,245,121,0,25,0,0,0
14,-16,0,245,121,0,25,0,0,0
14,-16,0,245,121,0,25,0,0,0
14,-16,0,245,121,0,25,0,0,0
14,-16,0,245,121,0,25,0,0,0
14,-16,0,245,121,0,25,0,0,0
14,-16,0,245,121,0,25,0,0,0
14,-16,0,245,121,0,25,0,0,0
10,-17,0,245,121,0,24,0,0,0
9,-18,0,245,121,0,25,0,0,0
9,-18,0,245,121,0,25,0,0,0
9,-18,0,245,121,0,25,0,0,0
9,-18,0,245,121,0,25,0,0,0
17,-33,0,245,121,0,25,0,0,0
17,-33,0,245,121,0,25,0,0,0
17,-32,0,245,121,0,25,0,0,0
17,-32,0,245,121,0,25,0,0,0
16,-33,0,245,121,0,25,0,0,0
16,-33,0,245,121,0,25,0,0,0
16,-33,0,245,121,0,25,0,0,0
16,-33,0,245,121,0,25,0,0,0
16,-33,0,245,121,0,25,0,0,0
16,-33,0,245,121,0,25,0,0,0
17,-33,0,245,121,0,25,0,0,0
17,-33,0,245,121,0,25,0,0,0
17,-33,0,245,121,0,25,0,0,0
16,-33,0,245,121,0,25,0,0,0
16,-33,0,245,121,0,25,0,0,0
16,-33,0,245,121,0,25,0,0,0
16,-33,0,245,121,0,25,0,0,0
16,-33,0,245,121,0,25,0,0,0
16,-33,0,245,121,0,25,0,0,0
17,-32,0,245,121,0,25,0,0,0
16,-32,0,245,121,0,25,0,0,0
16,-32,0,245,121,0,25,0,0,0
16,-32,0,245,121,0,25,0,0,0
16,-32,0,245,121,0,25,0,0,0
16,-32,0,245,121,0,25,0,0,0
16,-32,0,245,121,0,25,0,0,0
16,-32,0,245,121,0,25,0,0,0
16,-32,0,245,121,0,25,0,0,0
16,-32,0,245,121,0,25,0,0,0
16,-32,0,245,121,0,25,0,0,0
16,-32,0,245,121,0,25,0,0,0
16,-32,0,245,121,0,25,0,0,0
16,-32,0,245,121,0,25,0,0,0
16,-32,0,245,121,0,25,0,0,0
17,-28,0,245,121,0,25,0,0,0
17,-28,0,245,121,0,25,0,0,0
17,-28,0,245,121,0,25,0,0,0
17,-29,0,245,121,0,25,0,0,0
17,-29,0,245,121,0,25,0,0,0
17,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
9,-31,0,245,121,0,25,0,0,0
9,-31,0,245,121,0,25,0,0,0
9,-32,0,245,121,0,25,0,0,0
17,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
17,-26,0,245,121,0,25,0,0,0
17,-26,0,245,121,0,25,0,0,0
17,-26,0,245,121,0,25,0,0,0
17,-26,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
14,-27,0,245,121,0,25,0,0,0
14,-27,0,245,121,0,25,0,0,0
14,-27,0,245,121,0,25,0,0,0
14,-27,0,245,121,0,25,0,0,0
14,-27,0,245,121,0,25,0,0,0
14,-27,0,245,121,0,25,0,0,0
14,-27,0,245,121,0,25,0,0,0
14,-27,0,245,121,0,25,0,0,0
14,-27,0,245,121,0,25,0,0,0
14,-27,0,245,121,0,25,0,0,0
14,-27,0,245,121,0,25,0,0,0
14,-27,0,245,121,0,25,0,0,0
14,-27,0,245,121,0,25,0,0,0
14,-27,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
13,-28,0,245,121,0,25,0,0,0
13,-28,0,245,121,0,25,0,0,0
13,-28,0,245,121,0,25,0,0,0
13,-28,0,245,121,0,25,0,0,0
13,-28,0,245,121,0,25,0,0,0
13,-28,0,245,121,0,25,0,0,0
13,-28,0,245,121,0,25,0,0,0
13,-28,0,245,121,0,25,0,0,0
17,-27,0,245,121,0,25,0,0,0
17,-27,0,245,121,0,25,0,0,0
17,-27,0,245,121,0,25,0,0,0
17,-27,0,245,121,0,25,0,0,0
17,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
15,-27,0,245,121,0,25,0,0,0
14,-27,0,245,121,0,25,0,0,0
14,-27,0,245,121,0,25,0,0,0
14,-27,0,245,121,0,25,0,0,0
14,-27,0,245,121,0,25,0,0,0
14,-27,0,245,121,0,25,0,0,0
14,-27,0,245,121,0,25,0,0,0
14,-27,0,245,121,0,25,0,0,0
14,-27,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
13,-28,0,245,121,0,25,0,0,0
13,-28,0,245,121,0,25,0,0,0
13,-28,0,245,121,0,25,0,0,0
13,-28,0,245,121,0,25,0,0,0
13,-28,0,245,121,0,25,0,0,0
13,-28,0,245,121,0,25,0,0,0
13,-28,0,245,121,0,25,0,0,0
13,-28,0,245,121,0,25,0,0,0
13,-28,0,245,121,0,25,0,0,0
13,-28,0,245,121,0,25,0,0,0
11,-29,0,245,121,0,25,0,0,0
8,-31,0,245,121,0,25,0,0,0
8,-31,0,245,121,0,25,0,0,0
7,-31,0,245,121,0,25,0,0,0
7,-31,0,245,121,0,25,0,0,0
7,-31,0,245,121,0,25,0,0,0
7,-31,0,245,121,0,25,0,0,0
7,-31,0,245,121,0,24,0,0,0
17,-27,0,245,121,0,25,0,0,0
17,-27,0,245,121,0,25,0,0,0
17,-27,0,245,121,0,25,0,0,0
17,-27,0,245,121,0,25,0,0,0
17,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-27,0,245,121,0,25,0,0,0
16,-28,0,245,121,0,25,0,0,0
16,-28,0,245,121,0,25,0,0,0
16,-28,0,245,121,0,25,0,0,0
16,-28,0,245,121,0,25,0,0,0
16,-28,0,245,121,0,25,0,0,0
16,-28,0,245,121,0,25,0,0,0
16,-28,0,245,121,0,25,0,0,0
16,-28,0,245,121,0,25,0,0,0
15,-28,0,245,121,0,25,0,0,0
15,-28,0,245,121,0,25,0,0,0
15,-28,0,245,121,0,25,0,0,0
15,-28,0,245,121,0,25,0,0,0
15,-28,0,245,121,0,25,0,0,0
15,-28,0,245,121,0,25,0,0,0
15,-28,0,245,121,0,25,0,0,0
15,-28,0,245,121,0,25,0,0,0
15,-28,0,245,121,0,25,0,0,0
15,-28,0,245,121,0,25,0,0,0
15,-28,0,245,121,0,25,0,0,0
15,-28,0,245,121,0,25,0,0,0
15,-28,0,245,121,0,25,0,0,0
15,-28,0,245,121,0,25,0,0,0
15,-28,0,245,121,0,25,0,0,0
15,-28,0,245,121,0,25,0,0,0
15,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
14,-28,0,245,121,0,25,0,0,0
13,-28,0,245,121,0,25,0,0,0
13,-28,0,245,121,0,25,0,0,0
13,-28,0,245,121,0,25,0,0,0
13,-28,0,245,121,0,25,0,0,0
13,-28,0,245,121,0,25,0,0,0
13,-28,0,245,121,0,25,0,0,0
13,-28,0,245,121,0,25,0,0,0
13,-29,0,245,121,0,25,0,0,0
13,-29,0,245,121,0,25,0,0,0
13,-29,0,245,121,0,25,0,0,0
13,-29,0,245,121,0,25,0,0,0
13,-29,0,245,121,0,25,0,0,0
13,-29,0,245,121,0,25,0,0,0
13,-29,0,245,121,0,25,0,0,0
13,-29,0,245,121,0,25,0,0,0
13,-29,0,245,121,0,25,0,0,0
13,-29,0,245,121,0,25,0,0,0
13,-29,0,245,121,0,25,0,0,0
12,-29,0,245,121,0,25,0,0,0
12,-29,0,245,121,0,25,0,0,0
12,-29,0,245,121,0,25,0,0,0
12,-29,0,245,121,0,25,0,0,0
12,-29,0,245,121,0,25,0,0,0
8,-31,0,245,121,0,25,0,0,0
8,-31,0,245,121,0,25,0,0,0
8,-31,0,245,121,0,25,0,0,0
8,-31,0,245,121,0,25,0,0,0
8,-31,0,245,121,0,25,0,0,0
8,-31,0,245,121,0,25,0,0,0
8,-31,0,245,121,0,25,0,0,0
8,-31,0,245,121,0,25,0,0,0
8,-31,0,245,121,0,25,0,0,0
8,-31,0,245,121,0,25,0,0,0
8,-31,0,245,121,0,25,0,0,0
8,-31,0,245,121,0,24,0,0,0
8,-31,0,245,121,0,24,0,0,0
8,-31,0,245,121,0,24,0,0,0
8,-31,0,245,121,0,24,0,0,0
8,-31,0,245,121,0,24,0,0,0
8,-31,0,245,121,0,24,0,0,0
7,-31,0,245,121,0,24,0,0,0
7,-31,0,245,121,0,24,0,0,0
7,-31,0,245,121,0,25,0,0,0
7,-31,0,245,121,0,25,0,0,0
7,-31,0,245,121,0,25,0,0,0
7,-32,0,245,121,0,24,0,0,0
17,-29,0,245,121,0,25,0,0,0
17,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
16,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
15,-29,0,245,121,0,25,0,0,0
14,-29,0,245,121,0,25,0,0,0
14,-29,0,245,121,0,25,0,0,0
14,-30,0,245,121,0,25,0,0,0
14,-30,0,245,121,0,25,0,0,0
14,-30,0,245,121,0,25,0,0,0
14,-30,0,245,121,0,25,0,0,0
14,-30,0,245,121,0,25,0,0,0
